,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
496,SI,2024-04-28,91.3,-1.59,6.54,"Walker, Taijuan",593428,592836,,ball,,,,,11,Xander Bogaerts strikes out on a foul tip.,R,R,R,SD,PHI,B,,,0,0,2024,-1.48,0.95,-1.24,4.87,,,592518,2,6,Bot,,,,,592663,,,3.9983223151092,-132.8766862066376,-0.3535227162369129,-18.368806003025902,29.30809346017676,-21.113509374276948,3.69,1.74,,,,89.9,1940,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.03,,,,,,,,50,1,Sinker,3,6,3,6,6,3,3,6,Standard,Standard,212,0.0,0.026,,
527,FS,2024-04-28,86.3,-1.66,6.39,"Walker, Taijuan",592518,592836,single,hit_into_play,,,,,1,Manny Machado singles on a line drive to left fielder Brandon Marsh.,R,R,R,SD,PHI,X,7,line_drive,0,0,2024,-0.9,0.28,-0.75,3.17,,,,2,6,Bot,90.84,102.17,,,592663,,,3.9289028474714858,-125.83735969427568,-2.096326754854654,-10.330976077800104,22.222138911888997,-28.988818348846337,3.71,1.76,257,94.0,14,85.7,1378,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.01,0.969,0.924,0.9,1,1,0,4,49,1,Split-Finger,3,6,3,6,6,3,3,6,Standard,Standard,227,0.014,0.123,75.84272444785834,7.23421
551,FC,2024-04-28,85.2,-1.94,6.36,"Walker, Taijuan",630105,592836,field_out,hit_into_play,,,,,9,Jake Cronenworth grounds out to first baseman Bryce Harper.,R,L,R,SD,PHI,X,3,ground_ball,0,1,2024,0.53,0.62,0.61,2.1,,,,1,6,Bot,165.01,168.19,,,592663,,,4.84913400293768,-124.12270794896048,-4.9512559591399725,4.670398453651699,22.550177256854017,-24.95254859070516,3.39,1.63,6,91.1,-18,84.1,2513,5.3,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.21,0.123,0.118,0.0,1,0,0,2,48,2,Cutter,3,6,3,6,6,3,3,6,Standard,Standard,174,-0.017,-0.135,66.17660679325022,7.16551
590,FF,2024-04-28,91.6,-1.62,6.5,"Walker, Taijuan",630105,592836,,called_strike,,,,,4,Jake Cronenworth grounds out to first baseman Bryce Harper.,R,L,R,SD,PHI,S,,,0,0,2024,-1.01,1.29,-0.41,3.0,,,,1,6,Bot,,,,,592663,,,5.165488106422294,-133.29468056325672,-5.702441026912955,-13.172622062617435,28.25457720313705,-15.719093293716591,3.56,1.75,,,,90.4,2108,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.99,,,,,,,,48,1,4-Seam Fastball,3,6,3,6,6,3,3,6,Standard,Standard,219,0.0,-0.023,,
623,SI,2024-04-28,91.1,-1.7,6.53,"Walker, Taijuan",665487,592836,field_out,hit_into_play,,,,,7,Fernando Tatis Jr.  flies out to center fielder Johan Rojas.,R,R,R,SD,PHI,X,8,fly_ball,0,0,2024,-1.26,1.12,-0.63,2.17,,,,0,6,Bot,108.72,49.0,,,592663,,,5.325560366949913,-132.42013889876705,-7.366423318365062,-15.966875927676876,27.96211814834036,-17.657836644062936,3.86,1.86,397,103.7,23,90.0,2023,5.6,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.87,0.814,1.359,0.0,1,0,0,6,47,1,Sinker,3,6,3,6,6,3,3,6,Standard,Standard,212,-0.026,-0.231,79.54814372009902,7.61473
651,FF,2024-04-28,92.8,-1.51,6.42,"Walker, Taijuan",595777,592836,field_out,hit_into_play,,,,,5,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,X,4,line_drive,3,2,2024,-0.84,1.14,0.0,2.61,,,,2,5,Bot,154.72,136.04,,,592663,,,5.632981179770873,-135.04901939954203,-6.428410963931636,-11.493768039760951,26.82655447815508,-16.985174095631738,3.31,1.58,176,108.1,9,92.2,2036,5.7,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.77,0.737,0.735,0.0,1,0,0,4,40,9,4-Seam Fastball,3,4,3,4,4,3,3,4,Infield shade,Standard,214,-0.016,-0.119,75.1339033882568,6.91582
677,FS,2024-04-28,86.2,-1.86,6.27,"Walker, Taijuan",595777,592836,,foul,,,,,3,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,S,,,3,2,2024,-0.37,0.08,0.28,2.79,,,,2,5,Bot,,,,,592663,,,5.767608956792208,-125.52709603440816,-2.276780913148512,-4.896857792287906,21.569360103534777,-31.13905113265777,3.31,1.58,120,59.6,71,86.0,1093,5.8,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.7,,,,,,,,40,8,Split-Finger,3,4,3,4,4,3,3,4,Infield shade,Standard,220,0.0,0.0,72.59334363268461,6.75915
706,FS,2024-04-28,86.7,-1.81,6.35,"Walker, Taijuan",595777,592836,,foul,,,,,1,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,S,,,3,2,2024,-1.21,0.4,-0.6,3.08,,,,2,5,Bot,,,,,592663,,,5.295193677718646,-126.30726314374049,-2.4622054672267293,-14.00042963417746,24.006064924469506,-27.59722334618267,3.31,1.58,131,73.5,13,85.8,1314,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.99,,,,,,,,40,7,Split-Finger,3,4,3,4,4,3,3,4,Infield shade,Standard,225,0.0,0.0,69.18650036568883,6.44794
731,SI,2024-04-28,92.1,-1.65,6.44,"Walker, Taijuan",595777,592836,,foul,,,,,2,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,S,,,3,2,2024,-1.32,0.88,0.12,2.89,,,,2,5,Bot,,,,,592663,,,7.222021800686552,-133.86434348129228,-5.03059649312875,-17.465105385623392,27.688505659225168,-20.717957286119905,3.31,1.58,202,74.4,56,90.9,1856,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.99,,,,,,,,40,6,Sinker,3,4,3,4,4,3,3,4,Infield shade,Standard,221,0.0,0.0,68.14828878741304,7.12354
758,FS,2024-04-28,86.9,-1.83,6.38,"Walker, Taijuan",595777,592836,,foul,,,,,1,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,S,,,3,1,2024,-0.71,-0.05,-0.32,2.85,,,,2,5,Bot,,,,,592663,,,5.008406717055045,-126.60653721173011,-2.1806679948403573,-8.600628649724525,24.7243452766574,-32.47986205959253,3.31,1.58,150,68.0,62,85.9,1498,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.0,,,,,,,,40,5,Split-Finger,3,4,3,4,4,3,3,4,Standard,Standard,216,0.0,-0.035,71.54525516106398,7.11215
786,SI,2024-04-28,92.2,-1.58,6.36,"Walker, Taijuan",595777,592836,,ball,,,,,14,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,B,,,2,1,2024,-1.37,0.95,1.03,1.42,,,,2,5,Bot,,,,,592663,,,9.481395818079635,-133.71837453866965,-8.664881764874659,-18.480366991655597,29.112104896451655,-18.974652069559585,3.3,1.72,,,,91.1,1982,5.9,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.65,,,,,,,,40,4,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,216,0.0,0.043,,
800,FC,2024-04-28,88.4,-1.81,6.45,"Walker, Taijuan",595777,592836,,ball,,,,,11,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,B,,,1,1,2024,0.13,1.27,-0.46,4.3,,,,2,5,Bot,,,,,592663,,,2.9759324545256494,-128.79371006114712,-1.799339521151678,0.8653892241444029,26.293867890697037,-17.867793796078647,3.42,1.66,,,,87.1,2300,5.4,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.13,,,,,,,,40,3,Cutter,3,4,3,4,4,3,3,4,Standard,Standard,198,0.0,0.023,,
845,FC,2024-04-28,87.6,-1.77,6.42,"Walker, Taijuan",595777,592836,,ball,,,,,12,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,B,,,0,1,2024,0.33,0.9,0.17,4.59,,,,2,5,Bot,,,,,592663,,,3.931794551075033,-127.57960759647597,-0.2098009335819486,2.866969942242612,24.95823443836219,-22.431593898524657,3.38,1.61,,,,86.4,2312,5.4,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.14,,,,,,,,40,2,Cutter,3,4,3,4,4,3,3,4,Standard,Standard,187,0.0,0.008,,
859,FC,2024-04-28,88.8,-1.82,6.44,"Walker, Taijuan",595777,592836,,called_strike,,,,,1,Jurickson Profar lines out sharply to second baseman Bryson Stott.,R,L,R,SD,PHI,S,,,0,0,2024,0.11,1.17,-0.6,3.42,,,,2,5,Bot,,,,,592663,,,2.726553421492825,-129.31112935299564,-3.783603471568817,0.6387534252895285,25.88658187798503,-18.404668619207456,3.49,1.66,,,,87.6,2238,5.4,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.12,,,,,,,,40,1,Cutter,3,4,3,4,4,3,3,4,Standard,Standard,197,0.0,-0.013,,
898,FC,2024-04-28,86.3,-1.75,6.39,"Walker, Taijuan",543309,592836,strikeout,swinging_strike,,,,,14,Kyle Higashioka strikes out swinging.,R,R,R,SD,PHI,S,2,,1,2,2024,0.7,0.42,1.72,1.74,,,,1,5,Bot,,,,,592663,,,6.767201595565175,-125.58019675625596,-5.655898488752039,6.096630454054304,24.013049500886723,-26.826249204856317,3.41,1.6,,,,85.4,2512,5.6,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.93,,0.0,0.0,1,0,0,,39,4,Cutter,3,4,3,4,4,3,3,4,Standard,Standard,167,-0.024,-0.118,63.565299702651146,8.35114
931,FC,2024-04-28,86.4,-1.62,6.44,"Walker, Taijuan",543309,592836,,ball,,,,,14,Kyle Higashioka strikes out swinging.,R,R,R,SD,PHI,B,,,0,2,2024,0.52,0.67,1.94,2.02,,,,1,5,Bot,,,,,592663,,,7.34152186081273,-125.6571292821735,-5.66476620073545,4.175653662392435,22.70444745980309,-24.20065947003802,3.63,1.67,,,,85.7,2402,5.6,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.88,,,,,,,,39,3,Cutter,3,4,3,4,4,3,3,4,Standard,Standard,163,0.0,0.016,,
948,SI,2024-04-28,92.2,-1.62,6.47,"Walker, Taijuan",543309,592836,,foul,,,,,2,Kyle Higashioka strikes out swinging.,R,R,R,SD,PHI,S,,,0,1,2024,-1.22,0.99,-0.22,3.02,,,,1,5,Bot,,,,,592663,,,6.144964120877481,-134.11055080280673,-5.053964359598624,-16.106628675998135,28.575283441441208,-19.2663199646164,3.41,1.6,4,78.9,-40,91.1,1897,5.6,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.9,,,,,,,,39,2,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,214,0.0,-0.034,68.23055921435184,7.13108
985,SI,2024-04-28,92.0,-1.61,6.43,"Walker, Taijuan",543309,592836,,called_strike,,,,,6,Kyle Higashioka strikes out swinging.,R,R,R,SD,PHI,S,,,0,0,2024,-1.17,0.94,0.82,2.54,,,,1,5,Bot,,,,,592663,,,8.611230905505316,-133.69416311042403,-6.005474685439556,-15.890726347489233,27.967780720140556,-19.76504086395037,3.54,1.7,,,,91.1,1861,5.8,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.74,,,,,,,,39,1,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,214,0.0,-0.023,,
1025,FF,2024-04-28,92.4,-1.55,6.45,"Walker, Taijuan",688363,592836,strikeout,swinging_strike,,,,,11,Graham Pauley strikes out swinging.,R,L,R,SD,PHI,S,2,,1,2,2024,-0.76,1.39,-0.58,3.97,,,,0,5,Bot,,,,,592663,,,4.065204497467136,-134.50034796114466,-3.490025303514636,-10.07679881766975,30.24162017175491,-14.7648866768248,3.41,1.56,,,,91.3,2114,5.7,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.8,,0.0,0.0,1,0,0,,38,4,4-Seam Fastball,3,4,3,4,4,3,3,4,Strategic,Standard,214,-0.034,-0.166,59.13401680379364,5.65404
1050,FF,2024-04-28,88.8,-1.68,6.49,"Walker, Taijuan",688363,592836,,swinging_strike,,,,,11,Graham Pauley strikes out swinging.,R,L,R,SD,PHI,S,,,1,1,2024,-0.1,1.52,-0.16,3.61,,,,0,5,Bot,,,,,592663,,,3.854107108501444,-129.3312388846609,-4.128390217370758,-1.891229080539836,27.15836386012823,-14.51647207190327,3.41,1.56,,,,87.3,2220,5.3,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.2,,,,,,,,38,3,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,202,0.0,-0.052,63.36800750940886,5.93896
1072,FF,2024-04-28,88.9,-1.79,6.36,"Walker, Taijuan",688363,592836,,swinging_strike,,,,,12,Graham Pauley strikes out swinging.,R,L,R,SD,PHI,S,,,1,0,2024,-0.12,1.44,0.0,3.56,,,,0,5,Bot,,,,,592663,,,4.578454575340606,-129.34157202218103,-3.764901347864377,-2.3297470229026405,27.92077062538479,-15.418172160650297,3.41,1.56,,,,87.4,2218,5.4,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.05,,,,,,,,38,2,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,200,0.0,-0.05,49.25806052290087,5.42638
1101,FF,2024-04-28,91.7,-1.71,6.55,"Walker, Taijuan",688363,592836,,ball,,,,,11,Graham Pauley strikes out swinging.,R,L,R,SD,PHI,B,,,0,0,2024,-0.81,1.49,-0.48,4.15,,,,0,5,Bot,,,,,592663,,,4.774511997355712,-133.41371167652923,-3.340784789857348,-10.70003635065215,30.76828634462671,-13.872753603049274,3.77,1.82,,,,90.3,2122,5.6,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.9,,,,,,,,38,1,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,215,0.0,0.037,,
1141,SI,2024-04-28,92.6,-1.61,6.5,"Walker, Taijuan",673490,592836,strikeout,called_strike,,,,,9,Ha-Seong Kim called out on strikes.,R,R,R,SD,PHI,S,2,,3,2,2024,-1.31,1.05,0.62,2.14,,,,2,4,Bot,,,,,592663,,,8.447498309366456,-134.50444044652187,-7.545181451839087,-17.68473322614778,28.168600614562997,-17.924281911447906,3.62,1.76,,,,91.6,1951,5.7,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.77,,0.0,0.0,1,0,0,,34,6,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,217,-0.013,-0.119,,
1167,SI,2024-04-28,92.7,-1.5,6.49,"Walker, Taijuan",673490,592836,,ball,,,,,14,Ha-Seong Kim called out on strikes.,R,R,R,SD,PHI,B,,,2,2,2024,-1.06,1.09,1.42,1.37,,,,2,4,Bot,,,,,592663,,,9.674191374002064,-134.51028761209818,-9.612416192914536,-14.848196045318597,26.92066137861274,-16.97232504247803,3.61,1.73,,,,92.1,2004,5.9,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.59,,,,,,,,34,5,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,207,0.0,0.04,,
1184,FC,2024-04-28,85.0,-1.76,6.44,"Walker, Taijuan",673490,592836,,foul,,,,,5,Ha-Seong Kim called out on strikes.,R,R,R,SD,PHI,S,,,2,1,2024,0.61,0.36,0.12,2.33,,,,2,4,Bot,,,,,592663,,,3.1402863107645493,-123.86337881642906,-4.045713395639629,5.707459556936026,23.501611182514505,-27.83538056564548,3.42,1.59,1,59.0,-58,84.1,2525,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.96,,,,,,,,34,4,Cutter,3,4,3,4,4,3,3,4,Standard,Standard,163,0.0,-0.032,69.03750533330836,7.16787
1238,SI,2024-04-28,92.1,-1.49,6.49,"Walker, Taijuan",673490,592836,,ball,,,,,14,Ha-Seong Kim called out on strikes.,R,R,R,SD,PHI,B,,,1,1,2024,-1.22,1.02,1.09,1.92,,,,2,4,Bot,,,,,592663,,,9.081756233223784,-133.71875071957496,-7.9041109324034275,-16.535052281440922,27.92861231356667,-18.32006256550264,3.56,1.6,,,,91.2,1879,5.8,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.72,,,,,,,,34,3,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,214,0.0,0.023,,
1271,CU,2024-04-28,76.8,-1.6,6.34,"Walker, Taijuan",673490,592836,,ball,,,,,14,Ha-Seong Kim called out on strikes.,R,R,R,SD,PHI,B,,,0,1,2024,0.43,-0.5,1.81,1.23,,,,2,4,Bot,,,,,592663,,,6.328467444523369,-111.64798908742252,-2.8386921294177148,2.3933117954814174,21.476023347850337,-35.98562699679816,3.56,1.7,,,,75.4,2339,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.99,,,,,,,,34,2,Curveball,3,4,3,4,4,3,3,4,Standard,Standard,30,0.0,0.008,,
1292,FF,2024-04-28,92.0,-1.44,6.48,"Walker, Taijuan",673490,592836,,called_strike,,,,,14,Ha-Seong Kim called out on strikes.,R,R,R,SD,PHI,S,,,0,0,2024,-0.75,1.37,0.85,2.58,,,,2,4,Bot,,,,,592663,,,7.372358309848386,-133.6714626438522,-6.944228828542167,-10.626264491120237,28.494735357104855,-14.47091734334562,3.62,1.77,,,,91.2,2073,5.9,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.62,,,,,,,,34,1,4-Seam Fastball,3,4,3,4,4,3,3,4,Standard,Standard,213,0.0,-0.013,,
1340,CU,2024-04-28,76.0,-1.79,6.37,"Walker, Taijuan",701538,592836,field_out,hit_into_play,,,,,14,Jackson Merrill lines out sharply to right fielder Nick Castellanos.,R,L,R,SD,PHI,X,9,line_drive,2,1,2024,0.48,-0.77,0.34,1.3,,,,1,4,Bot,184.11,77.26,,,592663,,,3.561398208027718,-110.73047606497462,-2.235990901846072,3.4116598295039746,18.5596893598299,-38.36028041011634,3.61,1.66,333,109.4,17,75.4,2270,5.7,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.83,0.663,0.837,0.0,1,0,0,6,33,4,Curveball,3,4,3,4,4,3,3,4,Standard,Standard,41,-0.022,-0.188,76.44030553771103,8.03862
1354,FC,2024-04-28,85.3,-1.94,6.24,"Walker, Taijuan",701538,592836,,ball,,,,,11,Jackson Merrill lines out sharply to right fielder Nick Castellanos.,R,L,R,SD,PHI,B,,,1,1,2024,-0.37,0.46,-1.27,3.11,,,,1,4,Bot,,,,,592663,,,2.2821368796115524,-124.201446795254,-1.961361417865613,-4.29292222069252,25.248718235840776,-27.23616210823096,3.73,1.77,,,,84.0,1536,5.4,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,55.08,,,,,,,,33,3,Cutter,3,4,3,4,4,3,3,4,Standard,Standard,230,0.0,0.03,,
1397,FS,2024-04-28,86.2,-1.95,6.19,"Walker, Taijuan",701538,592836,,ball,,,,,13,Jackson Merrill lines out sharply to right fielder Nick Castellanos.,R,L,R,SD,PHI,B,,,0,1,2024,-1.01,0.08,-1.14,1.09,,,,1,4,Bot,,,,,592663,,,3.919573856043331,-125.41729282756916,-5.996845869105932,-11.417281251632946,24.828784080755604,-30.372060431612844,3.83,1.78,,,,85.3,1343,5.7,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.85,,,,,,,,33,2,Split-Finger,3,4,3,4,4,3,3,4,Standard,Standard,230,0.0,0.023,,
1429,SI,2024-04-28,91.5,-1.68,6.52,"Walker, Taijuan",701538,592836,,called_strike,,,,,8,Jackson Merrill lines out sharply to right fielder Nick Castellanos.,R,L,R,SD,PHI,S,,,0,0,2024,-1.23,0.82,-0.2,1.93,,,,1,4,Bot,,,,,592663,,,6.303083800977783,-132.962390852234,-7.385584476142581,-15.92143352256516,27.540072025117144,-21.1023868727469,3.6,1.61,,,,90.6,1894,5.7,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.77,,,,,,,,33,1,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,215,0.0,-0.023,,
1442,SI,2024-04-28,91.3,-1.67,6.45,"Walker, Taijuan",593428,592836,field_out,hit_into_play,,,,,5,Xander Bogaerts flies out to center fielder Johan Rojas.,R,R,R,SD,PHI,X,8,fly_ball,0,0,2024,-1.2,1.04,0.09,2.61,,,,0,4,Bot,138.97,87.65,,,592663,,,6.920624751306379,-132.75141221215748,-5.96707254600665,-15.714731039348006,27.674097383002795,-18.810445113699583,3.53,1.57,278,94.7,49,90.5,1951,5.8,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.74,0.003,0.003,0.0,1,0,0,3,32,1,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,208,-0.03,-0.231,74.80163013058079,7.55417
1498,FS,2024-04-28,86.6,-1.77,6.32,"Walker, Taijuan",592518,592836,field_out,hit_into_play,,,,,1,Manny Machado pops out to first baseman Bryce Harper in foul territory.,R,R,R,SD,PHI,X,3,popup,0,1,2024,-0.55,0.09,-0.74,3.24,,,,2,3,Bot,162.48,186.44,,,592663,,,3.5252540918446407,-126.11870094370646,-1.380094895006537,-6.518291934739851,23.943918692787147,-31.13941783766112,3.71,1.76,89,67.4,73,86.1,1196,5.8,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.74,0.006,0.006,0.0,1,0,0,3,26,2,Split-Finger,3,2,3,2,2,3,3,2,Standard,Standard,222,-0.009,-0.08,72.95035798375906,7.08496
1523,SI,2024-04-28,91.1,-1.6,6.45,"Walker, Taijuan",592518,592836,,foul,,,,,4,Manny Machado pops out to first baseman Bryce Harper in foul territory.,R,R,R,SD,PHI,S,,,0,0,2024,-1.38,1.22,-0.59,2.71,,,,2,3,Bot,,,,,592663,,,5.440324419861735,-132.49543050558557,-6.054514684615242,-17.4168434536958,29.26467849463076,-16.65968163461686,3.71,1.76,,,,90.1,1948,5.8,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.7,,,,,,,,26,1,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,205,0.0,-0.013,79.49087709743671,8.35145
1543,FC,2024-04-28,87.3,-1.93,6.36,"Walker, Taijuan",630105,592836,home_run,hit_into_play,,,,,5,Jake Cronenworth homers (4) on a fly ball to right field.    Fernando Tatis Jr.  scores.,R,L,R,SD,PHI,X,,fly_ball,0,0,2024,0.14,1.26,0.18,2.2,,665487,,2,3,Bot,218.15,66.18,,,592663,,,4.718110295978496,-127.09956309000516,-6.448246166669457,0.632291221974645,23.869268619972,-17.448216789036085,3.39,1.63,398,109.0,26,86.6,2347,5.7,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.85,0.983,1.961,2.0,1,0,3,6,25,1,Cutter,1,2,1,2,2,3,3,2,Standard,Standard,204,0.227,1.77,74.63588603087656,7.87332
1583,FS,2024-04-28,86.5,-1.85,6.25,"Walker, Taijuan",665487,592836,double,hit_into_play,,,,,8,Fernando Tatis Jr.  doubles (4) on a line drive to center fielder Johan Rojas.   Jurickson Profar scores.,R,R,R,SD,PHI,X,8,line_drive,2,1,2024,-0.85,0.15,0.09,1.97,,,595777,2,3,Bot,110.24,56.61,,,592663,,,6.257882508801875,-125.81928858162831,-4.254216508464871,-10.290282270307262,25.75644936053372,-29.854214631116964,3.86,1.86,393,104.5,22,85.3,1244,5.5,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.96,0.76,1.143,1.25,1,1,1,6,24,4,Split-Finger,0,2,0,2,2,1,1,2,Standard,Standard,227,0.123,0.734,80.51663314078061,7.64188
1628,SI,2024-04-28,91.0,-1.72,6.45,"Walker, Taijuan",665487,592836,,foul,,,,,1,Fernando Tatis Jr.  doubles (4) on a line drive to center fielder Johan Rojas.   Jurickson Profar scores.,R,R,R,SD,PHI,S,,,2,0,2024,-1.25,1.05,-0.67,3.52,,,595777,2,3,Bot,,,,,592663,,,5.272827035295357,-132.3749511848384,-3.6249176491263455,-15.8113793299357,29.59438202477119,-19.285475141034283,3.86,1.86,204,72.1,45,89.9,1818,5.7,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.76,,,,,,,,24,3,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,221,0.0,-0.034,74.704597330697,6.4922
1689,SI,2024-04-28,91.9,-1.52,6.43,"Walker, Taijuan",665487,592836,,ball,,,,,12,Fernando Tatis Jr.  doubles (4) on a line drive to center fielder Johan Rojas.   Jurickson Profar scores.,R,R,R,SD,PHI,B,,,1,0,2024,-1.13,1.12,1.22,3.1,,,595777,2,3,Bot,,,,,592663,,,9.25905411323441,-133.39787008739208,-4.907696345145817,-15.557220686445856,29.73940746385788,-17.93749505658958,4.02,1.97,,,,90.7,1874,5.8,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.73,,,,,,,,24,2,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,215,0.0,0.043,,
1711,SI,2024-04-28,91.3,-1.69,6.5,"Walker, Taijuan",665487,592836,,ball,,,,,11,Fernando Tatis Jr.  doubles (4) on a line drive to center fielder Johan Rojas.   Jurickson Profar scores.,R,R,R,SD,PHI,B,,,0,0,2024,-1.23,1.04,-1.03,4.18,,,595777,2,3,Bot,,,,,592663,,,4.27590010551956,-132.89220299890124,-2.1347491565681374,-15.430540800720657,30.82221397071687,-19.661213204211105,3.94,1.97,,,,90.1,1915,5.8,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.75,,,,,,,,24,1,Sinker,0,2,0,2,2,0,0,2,Standard,Standard,210,0.0,0.026,,
1744,FC,2024-04-28,86.5,-2.02,6.31,"Walker, Taijuan",595777,592836,walk,ball,,,,,13,Jurickson Profar walks.,R,L,R,SD,PHI,B,,,3,2,2024,0.24,1.06,-0.86,2.09,,,,2,3,Bot,,,,,592663,,,2.263061281603421,-125.87459345515882,-5.971598941868526,2.0645859115562195,25.2318571118572,-19.922156842743675,3.3,1.63,,,,85.6,2283,5.6,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.85,,0.696232,0.7,1,0,0,,23,6,Cutter,0,2,0,2,2,0,0,2,Infield shade,Standard,196,0.015,0.098,,
1786,CU,2024-04-28,75.3,-1.94,6.25,"Walker, Taijuan",595777,592836,,ball,,,,,14,Jurickson Profar walks.,R,L,R,SD,PHI,B,,,2,2,2024,0.55,-0.75,0.64,0.01,,,,2,3,Bot,,,,,592663,,,4.309364377884097,-109.5259248012522,-4.321447391304229,3.5380543863495224,22.30769328242786,-37.52366742947894,3.3,1.64,,,,73.9,2327,5.6,745428,592836,592663,547180,681082,664761,607208,669016,679032,592206,54.89,,,,,,,,23,5,Curveball,0,2,0,2,2,0,0,2,Infield shade,Standard,38,0.0,0.04,,
