,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
1482,FS,2023-05-17,88.2,-1.99,6.5,"Walker, Taijuan",666165,592836,,foul,,,,,8,Blake Sabol singles on a ground ball to right fielder Nick Castellanos.   Mike Yastrzemski scores.    Casey Schmitt to 3rd.,R,L,R,SF,PHI,S,,,3,2,2023,-0.93,0.18,0.02,2.11,573262,,669477,2,1,Bot,,,,,592663,,,6.761167739023785,-128.29299123649827,-4.986418955416335,-11.590336779268911,23.65743314660568,-29.404235684958305,3.4,1.68,,,,87.9,1395,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.6,,,,,,,,11,6,Split-Finger,2,0,2,0,0,2,2,0,Infield shade,Standard,230,0.0,0.0,,
1519,FS,2023-05-17,87.9,-2.22,6.44,"Walker, Taijuan",666165,592836,,ball,,,,,13,Blake Sabol singles on a ground ball to right fielder Nick Castellanos.   Mike Yastrzemski scores.    Casey Schmitt to 3rd.,R,L,R,SF,PHI,B,,,2,2,2023,-0.95,0.07,-1.3,1.83,573262,,669477,2,1,Bot,,,,,592663,,,4.166351578722283,-127.9594719457818,-5.162320272978664,-11.350759871093445,26.745560799776964,-30.551554070902736,3.35,1.62,,,,87.2,1359,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.62,,,,,,,,11,5,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,235,0.0,0.134,,
1544,FF,2023-05-17,93.2,-1.87,6.59,"Walker, Taijuan",666165,592836,,foul,,,,,2,Blake Sabol singles on a ground ball to right fielder Nick Castellanos.   Mike Yastrzemski scores.    Casey Schmitt to 3rd.,R,L,R,SF,PHI,S,,,2,1,2023,-0.83,1.4,-0.06,2.87,573262,,669477,2,1,Bot,,,,,592663,,,6.414254829047671,-135.43619845116902,-6.791251588179751,-11.605592819504835,29.88899667436046,-13.67331066930901,3.4,1.68,194,70.5,41,92.6,2141,6.0,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.49,,,,,,,,11,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,218,0.0,-0.136,,
1565,FS,2023-05-17,89.2,-1.98,6.4,"Walker, Taijuan",666165,592836,,blocked_ball,,,,,14,Blake Sabol singles on a ground ball to right fielder Nick Castellanos.   Mike Yastrzemski scores.    Casey Schmitt to 3rd.,R,L,R,SF,PHI,B,,,1,1,2023,-0.96,0.21,1.24,0.44,573262,,669477,2,1,Bot,,,,,592663,,,9.84354823487364,-129.3750344025944,-9.054370991885229,-12.713598452115807,23.98971230451306,-28.203395904388152,3.38,1.62,,,,88.9,1531,6.1,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.45,,,,,,,,11,3,Split-Finger,2,0,2,0,0,2,2,0,Standard,Standard,233,0.0,0.051,,
1617,FF,2023-05-17,93.3,-1.8,6.63,"Walker, Taijuan",666165,592836,,swinging_strike,,,,,1,Blake Sabol singles on a ground ball to right fielder Nick Castellanos.   Mike Yastrzemski scores.    Casey Schmitt to 3rd.,R,L,R,SF,PHI,S,,,1,0,2023,-0.96,1.2,-0.34,2.98,573262,,669477,2,1,Bot,,,,,592663,,,5.824416160207634,-135.67138841181168,-6.184065316658077,-13.12441389913674,30.560934844043,-16.241304791890055,3.4,1.68,,,,92.5,2151,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.57,,,,,,,,11,2,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,214,0.0,-0.092,,
1657,FF,2023-05-17,93.6,-1.74,6.64,"Walker, Taijuan",666165,592836,,ball,,,,,11,Blake Sabol singles on a ground ball to right fielder Nick Castellanos.   Mike Yastrzemski scores.    Casey Schmitt to 3rd.,R,L,R,SF,PHI,B,,,0,0,2023,-0.94,1.15,-1.56,3.05,573262,,669477,2,1,Bot,,,,,592663,,,2.5168284640138694,-136.19533579415543,-6.048282109597968,-12.290924109140402,28.942153000029897,-16.686308790214426,3.44,1.62,,,,93.1,1999,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.58,,,,,,,,11,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,211,0.0,0.07,,
1700,SI,2023-05-17,94.5,-1.74,6.57,"Walker, Taijuan",669477,592836,single,hit_into_play,,,,,5,Casey Schmitt singles on a fly ball to right fielder Nick Castellanos.   LaMonte Wade Jr.  scores.    Wilmer Flores scores.    Mike Yastrzemski to 3rd.,R,R,R,SF,PHI,X,9,fly_ball,0,1,2023,-1.22,0.83,-0.11,2.18,664774,527038,573262,2,1,Bot,191.47,134.4,,,592663,,,6.9391135088423965,-137.36796382473108,-7.627184194592655,-16.964837124631106,26.79889033642013,-20.270598247710076,3.47,1.59,229,74.3,31,94.7,2009,6.2,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.3,0.397,0.357,0.9,1,1,0,3,10,2,Sinker,0,0,0,0,0,2,2,0,Standard,Standard,214,0.169,1.65,,
1742,FS,2023-05-17,87.5,-1.91,6.55,"Walker, Taijuan",669477,592836,,called_strike,,,,,9,Casey Schmitt singles on a fly ball to right fielder Nick Castellanos.   LaMonte Wade Jr.  scores.    Wilmer Flores scores.    Mike Yastrzemski to 3rd.,R,R,R,SF,PHI,S,,,0,0,2023,-0.9,0.07,0.47,1.57,664774,527038,573262,2,1,Bot,,,,,592663,,,7.512879299847714,-127.16956044503398,-6.014888849863043,-11.253352421888817,23.469356177541712,-30.39944331836285,3.12,1.42,,,,87.1,1278,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.64,,,,,,,,10,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,232,0.0,-0.136,,
1788,SI,2023-05-17,92.0,-1.78,6.62,"Walker, Taijuan",573262,592836,walk,ball,,,,,11,Mike Yastrzemski walks.   LaMonte Wade Jr.  to 3rd.    Wilmer Flores to 2nd.,R,L,R,SF,PHI,B,,,3,0,2023,-1.07,1.29,-1.14,3.95,,664774,527038,2,1,Bot,,,,,592663,,,3.9065432730929417,-133.93536336753522,-3.692399162870986,-13.732248271760051,30.031359926353424,-16.064774203340374,3.44,1.62,,,,90.9,1902,5.7,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.81,,0.695903,0.7,1,0,0,,9,4,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,214,0.029,0.134,,
1828,FS,2023-05-17,88.4,-2.07,6.45,"Walker, Taijuan",573262,592836,,blocked_ball,,,,,13,Mike Yastrzemski walks.   LaMonte Wade Jr.  to 3rd.    Wilmer Flores to 2nd.,R,L,R,SF,PHI,B,,,2,0,2023,-0.86,0.01,-0.16,0.72,,664774,527038,2,1,Bot,,,,,592663,,,6.415749942964169,-128.42916405708212,-7.861355106707537,-10.811294291644518,25.831158274624247,-30.66304781652723,3.41,1.62,,,,88.1,1482,6.1,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.38,,,,,,,,9,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,226,0.0,0.107,,
1864,FF,2023-05-17,92.6,-1.82,6.59,"Walker, Taijuan",573262,592836,,ball,,,,,9,Mike Yastrzemski walks.   LaMonte Wade Jr.  to 3rd.    Wilmer Flores to 2nd.,R,L,R,SF,PHI,B,,,1,0,2023,-0.54,1.5,0.71,1.48,,664774,527038,2,1,Bot,,,,,592663,,,7.545958442145824,-134.40636949104905,-10.432219455286404,-8.056112352076855,27.196351060792946,-11.95063980460264,3.38,1.5,,,,92.0,2086,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.55,,,,,,,,9,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,213,0.0,0.033,,
1945,FS,2023-05-17,88.2,-2.1,6.53,"Walker, Taijuan",573262,592836,,ball,,,,,13,Mike Yastrzemski walks.   LaMonte Wade Jr.  to 3rd.    Wilmer Flores to 2nd.,R,L,R,SF,PHI,B,,,0,0,2023,-1.01,0.08,-1.64,1.77,,664774,527038,2,1,Bot,,,,,592663,,,3.1797574205123875,-128.41785289000094,-5.67722619986654,-11.804504937325206,23.44218852773161,-30.41280556709334,3.41,1.59,,,,87.9,1533,5.8,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.72,,,,,,,,9,1,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,232,0.0,0.048,,
2002,SI,2023-05-17,93.1,-1.85,6.51,"Walker, Taijuan",527038,592836,single,hit_into_play,,,,,8,Wilmer Flores singles on a ground ball to center fielder Brandon Marsh.   LaMonte Wade Jr.  to 2nd.,R,R,R,SF,PHI,X,8,ground_ball,2,2,2023,-1.22,0.92,-0.11,1.63,,,664774,2,1,Bot,112.68,119.36,,,592663,,,7.051788624199983,-135.34249391899928,-8.777456572300345,-16.421935749045936,25.45932856376086,-19.255969777985257,3.12,1.46,4,108.7,-19,92.9,1984,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.6,0.191,0.142,0.9,1,1,0,2,8,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,216,0.02,0.348,,
2019,FS,2023-05-17,87.7,-1.95,6.51,"Walker, Taijuan",527038,592836,,ball,,,,,13,Wilmer Flores singles on a ground ball to center fielder Brandon Marsh.   LaMonte Wade Jr.  to 2nd.,R,R,R,SF,PHI,B,,,1,2,2023,-0.91,0.21,-0.31,0.93,,,664774,2,1,Bot,,,,,592663,,,5.766145493523243,-127.47769011811872,-7.750921379137196,-11.02892934112402,24.67160119715014,-28.579971405382658,3.21,1.56,,,,87.2,1335,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.57,,,,,,,,8,4,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,225,0.0,0.028,,
2112,FC,2023-05-17,88.0,-1.9,6.56,"Walker, Taijuan",527038,592836,,blocked_ball,,,,,14,Wilmer Flores singles on a ground ball to center fielder Brandon Marsh.   LaMonte Wade Jr.  to 2nd.,R,R,R,SF,PHI,B,,,0,2,2023,0.26,0.96,1.64,0.81,,,664774,2,1,Bot,,,,,592663,,,7.973142779355193,-127.74750973944984,-9.793467837493967,1.3791138183028475,23.51325593313483,-19.897782758019886,3.12,1.47,,,,87.5,2314,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.63,,,,,,,,8,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,195,0.0,0.017,,
2171,SI,2023-05-17,92.1,-1.82,6.6,"Walker, Taijuan",527038,592836,,foul,,,,,4,Wilmer Flores singles on a ground ball to center fielder Brandon Marsh.   LaMonte Wade Jr.  to 2nd.,R,R,R,SF,PHI,S,,,0,1,2023,-1.07,1.1,-0.62,2.56,,,664774,2,1,Bot,,,,,592663,,,5.335709675064244,-133.88052665513922,-6.756321290624151,-14.055206741107217,28.65235336138048,-17.643301305614063,3.12,1.46,150,73.1,15,91.3,1897,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.63,,,,,,,,8,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,209,0.0,-0.046,,
2283,SI,2023-05-17,93.0,-1.88,6.58,"Walker, Taijuan",527038,592836,,foul,,,,,5,Wilmer Flores singles on a ground ball to center fielder Brandon Marsh.   LaMonte Wade Jr.  to 2nd.,R,R,R,SF,PHI,S,,,0,0,2023,-1.17,1.15,0.0,2.42,,,664774,2,1,Bot,,,,,592663,,,7.338062317657795,-135.05757656084916,-7.340997504963085,-15.87568404039675,30.06939507943199,-16.694867609381078,3.12,1.46,178,71.0,49,92.4,1863,6.1,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.41,,,,,,,,8,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,217,0.0,-0.038,,
2323,FS,2023-05-17,86.8,-2.05,6.54,"Walker, Taijuan",624424,592836,strikeout,called_strike,,,,,3,Michael Conforto called out on strikes.,R,L,R,SF,PHI,S,2,,2,2,2023,-0.56,0.13,0.52,2.62,,,664774,1,1,Bot,,,,,592663,,,7.203670124115357,-126.22628124432356,-3.456029838557008,-7.414189809499503,23.987224207747012,-30.353517054790807,3.01,1.47,,,,86.1,1226,5.7,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.77,,0.0,0.0,1,0,0,,7,5,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,236,-0.028,-0.271,,
2443,FS,2023-05-17,86.8,-1.9,6.53,"Walker, Taijuan",624424,592836,,foul,,,,,13,Michael Conforto called out on strikes.,R,L,R,SF,PHI,S,,,2,1,2023,-0.93,0.03,-0.05,1.43,,,664774,1,1,Bot,,,,,592663,,,6.3082267781763735,-126.32005998037444,-6.127220575108965,-11.20352537799744,22.496329925823275,-30.925443525108584,3.21,1.56,4,91.8,-23,87.0,1412,6.1,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.4,,,,,,,,7,4,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,231,0.0,-0.064,,
2527,SI,2023-05-17,91.9,-1.81,6.59,"Walker, Taijuan",624424,592836,,foul,,,,,8,Michael Conforto called out on strikes.,R,L,R,SF,PHI,S,,,2,0,2023,-1.21,1.06,0.17,1.72,,,664774,1,1,Bot,,,,,592663,,,7.580225697401347,-133.56651486795522,-8.781560201372896,-16.107661902353048,25.51786342770489,-17.791655829025267,3.21,1.56,205,72.9,25,91.6,1953,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.58,,,,,,,,7,3,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,214,0.0,-0.072,,
2649,FF,2023-05-17,92.0,-1.8,6.68,"Walker, Taijuan",624424,592836,,ball,,,,,11,Michael Conforto called out on strikes.,R,L,R,SF,PHI,B,,,1,0,2023,-0.8,1.38,-1.07,3.3,,,664774,1,1,Bot,,,,,592663,,,3.558771857139422,-133.92926784515646,-5.690969681715938,-10.444089767809032,28.76618518399933,-14.543109190491988,3.12,1.59,,,,91.5,1974,6.0,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.54,,,,,,,,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,216,0.0,0.063,,
2689,FC,2023-05-17,87.2,-1.96,6.54,"Walker, Taijuan",624424,592836,,ball,,,,,14,Michael Conforto called out on strikes.,R,L,R,SF,PHI,B,,,0,0,2023,0.14,0.99,1.15,1.69,,,664774,1,1,Bot,,,,,592663,,,7.1178876294145645,-126.72114266514666,-7.518088454833672,0.244216176768001,22.82790839442703,-20.24770116226829,3.07,1.5,,,,86.7,2364,5.8,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.74,,,,,,,,7,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,197,0.0,0.042,,
2793,SI,2023-05-17,92.3,-1.92,6.58,"Walker, Taijuan",642731,592836,field_out,hit_into_play,,,,,13,Thairo Estrada flies out to left fielder Kyle Schwarber.,R,R,R,SF,PHI,X,7,fly_ball,3,2,2023,-1.32,0.8,-0.92,2.26,,,664774,0,1,Bot,69.53,119.36,,,592663,,,5.356064268595931,-134.31299777639896,-6.892864833050717,-17.186414189977324,27.40403970150668,-21.20601426781239,3.31,1.62,318,95.4,46,91.9,1827,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.57,0.006,0.005,0.0,1,0,0,3,6,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218,-0.033,-0.455,,
2893,FS,2023-05-17,87.9,-2.02,6.45,"Walker, Taijuan",642731,592836,,blocked_ball,,,,,14,Thairo Estrada flies out to left fielder Kyle Schwarber.,R,R,R,SF,PHI,B,,,2,2,2023,-0.66,0.12,0.58,0.12,,,664774,0,1,Bot,,,,,592663,,,7.589444459081348,-127.61743269343394,-9.42945595609185,-8.706719596660195,24.636722111748696,-29.13483089010977,3.33,1.65,,,,87.3,1528,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.58,,,,,,,,6,5,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,239,0.0,0.132,,
3040,SI,2023-05-17,93.7,-1.71,6.55,"Walker, Taijuan",642731,592836,,ball,,,,,14,Thairo Estrada flies out to left fielder Kyle Schwarber.,R,R,R,SF,PHI,B,,,1,2,2023,-1.15,1.11,1.59,1.71,,,664774,0,1,Bot,,,,,592663,,,10.937149130942124,-135.88157715976035,-9.14938091043172,-16.57339318232366,27.483918933386366,-16.538160436679444,3.27,1.62,,,,93.0,1893,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.61,,,,,,,,6,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,217,0.0,0.068,,
3132,SI,2023-05-17,92.5,-1.75,6.58,"Walker, Taijuan",642731,592836,,called_strike,,,,,6,Thairo Estrada flies out to left fielder Kyle Schwarber.,R,R,R,SF,PHI,S,,,1,1,2023,-1.22,1.07,0.57,2.63,,,664774,0,1,Bot,,,,,592663,,,8.508302203822693,-134.39266089581832,-6.544458153086357,-16.586388530007206,28.32677705307458,-17.971791229101637,3.33,1.62,,,,92.0,1855,6.0,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.51,,,,,,,,6,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,214,0.0,-0.088,,
3286,SI,2023-05-17,92.8,-1.85,6.5,"Walker, Taijuan",642731,592836,,ball,,,,,13,Thairo Estrada flies out to left fielder Kyle Schwarber.,R,R,R,SF,PHI,B,,,0,1,2023,-1.07,1.13,-0.28,1.3,,,664774,0,1,Bot,,,,,592663,,,6.332950620994584,-134.80438261923507,-9.92955867982828,-14.409375001279816,27.751248798657823,-16.476677910590517,3.33,1.65,,,,92.4,1903,6.0,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.45,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,214,0.0,0.036,,
3460,SI,2023-05-17,93.1,-1.95,6.57,"Walker, Taijuan",642731,592836,,called_strike,,,,,3,Thairo Estrada flies out to left fielder Kyle Schwarber.,R,R,R,SF,PHI,S,,,0,0,2023,-1.33,1.15,0.39,2.93,,,664774,0,1,Bot,,,,,592663,,,8.824884577412424,-135.2847486044378,-6.0354685514245,-18.291434774238123,28.824985435711955,-16.875776645712634,3.41,1.68,,,,92.2,1977,5.8,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.72,,,,,,,,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,212,0.0,-0.054,,
3594,FS,2023-05-17,87.8,-1.96,6.54,"Walker, Taijuan",664774,592836,walk,ball,,,,,13,LaMonte Wade Jr.  walks.,R,L,R,SF,PHI,B,,,3,2,2023,-1.0,0.03,-0.05,1.04,,,,0,1,Bot,,,,,592663,,,6.610243712786464,-127.61621928224292,-7.244304116618117,-12.20214102538033,24.245959222234035,-30.587547808655163,3.21,1.59,,,,87.2,1567,5.8,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.68,,0.695903,0.7,1,0,0,,5,7,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,221,0.036,0.312,,
3741,FF,2023-05-17,92.5,-1.75,6.61,"Walker, Taijuan",664774,592836,,foul,,,,,3,LaMonte Wade Jr.  walks.,R,L,R,SF,PHI,S,,,3,2,2023,-0.86,1.22,0.32,3.31,,,,0,1,Bot,,,,,592663,,,7.090742625959299,-134.50899448913637,-5.258011373837422,-11.995804389286375,27.772310748011865,-16.389066035887907,3.25,1.6,213,69.8,30,92.1,1993,6.0,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.52,,,,,,,,5,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,210,0.0,0.0,,
3775,FF,2023-05-17,93.6,-1.71,6.62,"Walker, Taijuan",664774,592836,,ball,,,,,12,LaMonte Wade Jr.  walks.,R,L,R,SF,PHI,B,,,2,2,2023,-0.59,1.43,1.47,2.94,,,,0,1,Bot,,,,,592663,,,9.412195740861645,-135.87135395508045,-6.8526771935675415,-9.333360297567486,28.55196127034337,-13.08806758931755,3.24,1.6,,,,92.8,2082,5.9,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.61,,,,,,,,5,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,212,0.0,0.103,,
3914,FC,2023-05-17,87.7,-2.13,6.53,"Walker, Taijuan",664774,592836,,called_strike,,,,,9,LaMonte Wade Jr.  walks.,R,L,R,SF,PHI,S,,,2,1,2023,0.36,0.98,0.57,1.73,,,,0,1,Bot,,,,,592663,,,5.74708009026658,-127.57598461653646,-7.513483742676986,2.933913404369868,22.632636755892538,-20.207630005197053,3.12,1.47,,,,87.5,2352,5.8,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.65,,,,,,,,5,4,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,195,0.0,-0.067,,
4094,FS,2023-05-17,88.0,-2.09,6.49,"Walker, Taijuan",664774,592836,,ball,,,,,14,LaMonte Wade Jr.  walks.,R,L,R,SF,PHI,B,,,1,1,2023,-0.87,-0.03,0.55,1.16,,,,0,1,Bot,,,,,592663,,,8.11118362939375,-127.85228946802174,-6.743924042157719,-11.09431831731856,23.378195392303887,-31.42469472196712,3.15,1.59,,,,87.5,1392,5.8,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.69,,,,,,,,5,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,233,0.0,0.053,,
4293,FF,2023-05-17,91.7,-1.89,6.63,"Walker, Taijuan",664774,592836,,called_strike,,,,,5,LaMonte Wade Jr.  walks.,R,L,R,SF,PHI,S,,,1,0,2023,-0.42,1.43,0.13,2.51,,,,0,1,Bot,,,,,592663,,,5.944065761188661,-133.24879928901964,-7.596932641879152,-6.250699955329352,28.303520315555776,-13.648324810267887,3.3,1.62,,,,90.9,1820,5.8,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.66,,,,,,,,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,215,0.0,-0.046,,
4367,FF,2023-05-17,91.5,-1.93,6.75,"Walker, Taijuan",664774,592836,,ball,,,,,12,LaMonte Wade Jr.  walks.,R,L,R,SF,PHI,B,,,0,0,2023,-0.42,1.38,0.27,3.96,,,,0,1,Bot,,,,,592663,,,6.365005836678808,-132.99807237275223,-4.0572688215076536,-6.402783957255597,29.787829624597205,-15.121519052438986,3.25,1.59,,,,90.4,1939,5.8,718143,592836,592663,665019,681082,664761,607208,656941,669016,592206,54.75,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,210,0.0,0.036,,
512,FS,2023-05-12,86.5,-2.12,6.36,"Walker, Taijuan",545341,592836,single,hit_into_play,,,,,13,"Randal Grichuk singles on a ground ball to second baseman Josh Harrison.   Ryan McMahon to 3rd.  Ryan McMahon advances to 3rd, on a throwing error by second baseman Josh Harrison.",R,R,R,COL,PHI,X,4,ground_ball,1,1,2023,-0.75,0.23,-0.65,0.88,,,641857,0,7,Bot,125.39,150.86,,,596117,,,5.002762724916693,-125.99446619729818,-7.417760596178247,-8.968046436704498,20.2455265439908,-28.67006189487237,3.09,1.46,25,66.4,0,86.6,1453,5.9,718202,592836,596117,664761,543281,624641,607208,656941,656495,592206,54.64,0.083,0.081,0.9,1,1,0,2,51,3,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,234,0.148,0.697,,
544,FS,2023-05-12,87.6,-2.11,6.38,"Walker, Taijuan",545341,592836,,swinging_strike,,,,,7,"Randal Grichuk singles on a ground ball to second baseman Josh Harrison.   Ryan McMahon to 3rd.  Ryan McMahon advances to 3rd, on a throwing error by second baseman Josh Harrison.",R,R,R,COL,PHI,S,,,1,0,2023,-0.7,0.14,-0.52,1.82,,,641857,0,7,Bot,,,,,596117,,,5.2633928319195,-127.53204252951966,-5.243143018395542,-8.633640054293418,21.65178863688028,-29.94514579369713,3.09,1.46,,,,87.8,1550,6.0,718202,592836,596117,664761,543281,624641,607208,656941,656495,592206,54.47,,,,,,,,51,2,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,231,0.0,-0.063,,
558,FS,2023-05-12,87.5,-2.03,6.43,"Walker, Taijuan",545341,592836,,blocked_ball,,,,,13,"Randal Grichuk singles on a ground ball to second baseman Josh Harrison.   Ryan McMahon to 3rd.  Ryan McMahon advances to 3rd, on a throwing error by second baseman Josh Harrison.",R,R,R,COL,PHI,B,,,0,0,2023,-1.06,0.34,-1.07,0.83,,,641857,0,7,Bot,,,,,596117,,,4.450125395943916,-127.26627606615484,-8.102946754944528,-12.38547545746606,21.90677981023212,-27.166434309922067,3.1,1.45,,,,87.4,1571,5.9,718202,592836,596117,664761,543281,624641,607208,656941,656495,592206,54.59,,,,,,,,51,1,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,227,0.0,0.045,,
591,FS,2023-05-12,86.5,-2.36,6.22,"Walker, Taijuan",641857,592836,strikeout,swinging_strike,,,,,14,Ryan McMahon strikes out swinging.   Ryan McMahon to 1st.  Wild pitch by pitcher Taijuan Walker.,R,L,R,COL,PHI,S,,,0,2,2023,-0.46,-0.19,0.8,0.42,,,,0,7,Bot,,,,,596117,,,8.393686888166414,-125.70843193031408,-7.294278091397983,-6.323364697696756,20.80199694974001,-33.15970923748073,3.51,1.61,,,,86.6,1369,6.0,718202,592836,596117,664761,543281,624641,607208,656941,656495,592206,54.49,,0.0,0.7,1,0,0,,50,3,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,237,0.067,0.506,,
632,FS,2023-05-12,87.6,-2.27,6.4,"Walker, Taijuan",641857,592836,,called_strike,,,,,4,Ryan McMahon strikes out swinging.   Ryan McMahon to 1st.  Wild pitch by pitcher Taijuan Walker.,R,L,R,COL,PHI,S,,,0,1,2023,-0.69,0.0,-0.64,2.77,,,,0,7,Bot,,,,,596117,,,5.319656018456964,-127.63280377931493,-2.718448842135436,-8.59068442213019,21.80052597038003,-31.919013700574983,3.52,1.66,,,,87.5,1493,5.8,718202,592836,596117,664761,543281,624641,607208,656941,656495,592206,54.74,,,,,,,,50,2,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,224,0.0,-0.049,,
